USGS_station_number	Sample_date_(yyyymmdd)	Sample_time_(HHMM)	Medium_code	NWIS_parameter_code	Parameter_name	Remark_and_result	Units_of_measurement	Analyzing_laboratory	 
T450800107230004	20220809	0820	WG	00999	Boron	660	ug/L	RCL	
T454300107330012	20220810	0840	WG	00999	Boron	136	ug/L	RCL	
T453615107271309	20220810	0900	WS	00999	Boron	78	ug/L	RCL	
T450754107240301	20220809	0910	WT	00999	Boron	75	ug/L	RCL	
T452540108321601	20220808	0920	WT	00999	Boron	23	ug/L	RCL	
T453900107280021	20220810	0930	WG	00999	Boron	927	ug/L	RCL	
T451257107225201	20220809	0930	WS	00999	Boron	50	ug/L	RCL	
T451400107230005	20220809	0950	WG	00999	Boron	183	ug/L	RCL	
T453657107270401	20220810	1000	WS	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T452500108320026	20220808	1000	WT	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453800107270022	20220810	1020	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451943107212513	20220809	1030	WS	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451800107210006	20220809	1030	WG	99960	Glyphosate immunoassay	0.1	ug/L	OCRL	
T453500107270024	20220810	1100	WT	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451852107214501	20220809	1110	WT	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451800107220007	20220809	1140	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453200107250023	20220810	1150	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451257107225201	20220810	1200	WS	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451800107540001	20220808	1200	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T452500107234008	20220809	1220	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453254107251316	20220809	1225	WS	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453600107270018	20220810	1230	WT	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T452000107520002	20220808	1240	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T452700107230017	20220809	1300	WG	99960	Glyphosate immunoassay	0.18	ug/L	OCRL	
T452700107430003	20220808	1330	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453535107275515	20220809	1340	WS	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453200107250011	20220810	0750	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T450800107230004	20220809	0820	WG	99960	Glyphosate immunoassay	0.11	ug/L	OCRL	
T454300107330012	20220810	0840	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453615107271309	20220810	0900	WS	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T450754107240301	20220809	0910	WT	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T452540108321601	20220808	0920	WT	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T453900107280021	20220810	0930	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T451400107230005	20220809	0950	WG	99960	Glyphosate immunoassay	<0.070	ug/L	OCRL	
T452700107430003	20220808	1330	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	52814	Ractopamine	<20.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	52814	Ractopamine	<80.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	52814	Ractopamine	<80.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	52814	Ractopamine	<20.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	52814	Ractopamine	<20.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	52814	Ractopamine	<20.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	52814	Ractopamine	<20.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	52814	Ractopamine	<20.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	52814	Ractopamine	<20.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	52814	Ractopamine	<20.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	52814	Ractopamine	<80.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	52814	Ractopamine	<80.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	52814	Ractopamine	<20.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	52814	Ractopamine	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	52815	Hexamethylenetetramine	E44.9	ng/l	NWQL	
T453600107270018	20220810	1230	WT	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	52815	Hexamethylenetetramine	<55.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	52816	Guanylurea	<140	ng/l	NWQL	
T453200107250011	20220810	0750	WG	52816	Guanylurea	<140	ng/l	NWQL	
T452700107230017	20220809	1300	WG	52816	Guanylurea	<140	ng/l	NWQL	
T454300107330012	20220810	0840	WG	52816	Guanylurea	<140	ng/l	NWQL	
T453800107270022	20220810	1020	WG	52816	Guanylurea	<140	ng/l	NWQL	
T451400107230005	20220809	0950	WG	52816	Guanylurea	<140	ng/l	NWQL	
T453900107280021	20220810	0930	WG	52816	Guanylurea	<140	ng/l	NWQL	
T452700107430003	20220808	1330	WG	52816	Guanylurea	<140	ng/l	NWQL	
T453200107250023	20220810	1150	WG	52816	Guanylurea	<140	ng/l	NWQL	
T450800107230004	20220809	0820	WG	52816	Guanylurea	<140	ng/l	NWQL	
T452000107520002	20220808	1240	WG	52816	Guanylurea	<140	ng/l	NWQL	
T451800107540001	20220808	1200	WG	52816	Guanylurea	<140	ng/l	NWQL	
T451800107220007	20220809	1140	WG	52816	Guanylurea	<140	ng/l	NWQL	
T452500107234008	20220809	1220	WG	52816	Guanylurea	<140	ng/l	NWQL	
T453535107275515	20220809	1340	WS	52816	Guanylurea	<140	ng/l	NWQL	
T453254107251316	20220809	1225	WS	52816	Guanylurea	<140	ng/l	NWQL	
T453657107270401	20220810	1000	WS	52816	Guanylurea	<140	ng/l	NWQL	
T451943107212513	20220809	1030	WS	52816	Guanylurea	<140	ng/l	NWQL	
T451257107225201	20220810	1200	WS	52816	Guanylurea	<140	ng/l	NWQL	
T453615107271309	20220810	0900	WS	52816	Guanylurea	<140	ng/l	NWQL	
T452540108321601	20220808	0920	WT	52816	Guanylurea	<140	ng/l	NWQL	
T453500107270024	20220810	1100	WT	52816	Guanylurea	<140	ng/l	NWQL	
T453600107270018	20220810	1230	WT	52816	Guanylurea	<140	ng/l	NWQL	
T450754107240301	20220809	0910	WT	52816	Guanylurea	<140	ng/l	NWQL	
T452500108320026	20220808	1000	WT	52816	Guanylurea	<140	ng/l	NWQL	
T451852107214501	20220809	1110	WT	52816	Guanylurea	<140	ng/l	NWQL	
T453200107250011	20220810	0750	WG	52817	Gabapentin	<160	ng/l	NWQL	
T451800107220007	20220809	1140	WG	52817	Gabapentin	<160	ng/l	NWQL	
T450800107230004	20220809	0820	WG	52817	Gabapentin	<160	ng/l	NWQL	
T453200107250023	20220810	1150	WG	52817	Gabapentin	<160	ng/l	NWQL	
T453800107270022	20220810	1020	WG	52817	Gabapentin	<160	ng/l	NWQL	
T452700107430003	20220808	1330	WG	52817	Gabapentin	<160	ng/l	NWQL	
T452700107230017	20220809	1300	WG	52817	Gabapentin	<160	ng/l	NWQL	
T454300107330012	20220810	0840	WG	52817	Gabapentin	<160	ng/l	NWQL	
T451800107540001	20220808	1200	WG	52817	Gabapentin	<160	ng/l	NWQL	
T451800107210006	20220809	1030	WG	52817	Gabapentin	<160	ng/l	NWQL	
T452000107520002	20220808	1240	WG	52817	Gabapentin	<160	ng/l	NWQL	
T453900107280021	20220810	0930	WG	52817	Gabapentin	<160	ng/l	NWQL	
T451400107230005	20220809	0950	WG	52817	Gabapentin	<160	ng/l	NWQL	
T452500107234008	20220809	1220	WG	52817	Gabapentin	<160	ng/l	NWQL	
T453657107270401	20220810	1000	WS	52817	Gabapentin	<160	ng/l	NWQL	
T453615107271309	20220810	0900	WS	52817	Gabapentin	<160	ng/l	NWQL	
T451257107225201	20220810	1200	WS	52817	Gabapentin	<160	ng/l	NWQL	
T453535107275515	20220809	1340	WS	52817	Gabapentin	<160	ng/l	NWQL	
T453254107251316	20220809	1225	WS	52817	Gabapentin	<160	ng/l	NWQL	
T451943107212513	20220809	1030	WS	52817	Gabapentin	<160	ng/l	NWQL	
T453600107270018	20220810	1230	WT	52817	Gabapentin	<160	ng/l	NWQL	
T451852107214501	20220809	1110	WT	52817	Gabapentin	<160	ng/l	NWQL	
T453500107270024	20220810	1100	WT	52817	Gabapentin	<160	ng/l	NWQL	
T452500108320026	20220808	1000	WT	52817	Gabapentin	<160	ng/l	NWQL	
T452540108321601	20220808	0920	WT	52817	Gabapentin	<160	ng/l	NWQL	
T450754107240301	20220809	0910	WT	52817	Gabapentin	<160	ng/l	NWQL	
T453800107270022	20220810	1020	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	65065	Atrazine	<20.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	65065	Atrazine	<20.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	65065	Atrazine	<20.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	65065	Atrazine	<20.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	65065	Atrazine	<20.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	65065	Atrazine	<20.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	65065	Atrazine	<20.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	65065	Atrazine	<20.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	65065	Atrazine	<20.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67434	Norethindrone	<20.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67434	Norethindrone	<20.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67434	Norethindrone	<20.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67434	Norethindrone	<20.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67434	Norethindrone	<20.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67434	Norethindrone	<20.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67434	Norethindrone	<20.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67434	Norethindrone	<20.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67434	Norethindrone	<20.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67434	Norethindrone	<20.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67434	Norethindrone	<20.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67434	Norethindrone	<20.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67434	Norethindrone	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67435	Piperonyl butoxide	<60.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67435	Piperonyl butoxide	<200	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67436	Acetaminophen	u	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67436	Acetaminophen	u	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67436	Acetaminophen	u	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67436	Acetaminophen	u	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67436	Acetaminophen	<84.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67436	Acetaminophen	E400	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67436	Acetaminophen	u	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67436	Acetaminophen	<84.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67436	Acetaminophen	<84.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67436	Acetaminophen	<84.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67436	Acetaminophen	<84.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67436	Acetaminophen	u	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67436	Acetaminophen	<84.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67436	Acetaminophen	u	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67436	Acetaminophen	u	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67436	Acetaminophen	<84.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67436	Acetaminophen	u	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67436	Acetaminophen	<84.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67436	Acetaminophen	<84.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67437	Albuterol	<80.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67437	Albuterol	<20.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67437	Albuterol	<80.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67437	Albuterol	<20.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67437	Albuterol	<20.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67437	Albuterol	<20.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67437	Albuterol	<20.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67437	Albuterol	<20.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67437	Albuterol	<80.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67437	Albuterol	<20.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67437	Albuterol	<80.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67437	Albuterol	<20.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67437	Albuterol	<20.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67437	Albuterol	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67439	Bupropion	<18.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67439	Bupropion	<18.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67439	Bupropion	<18.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67439	Bupropion	<18.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67439	Bupropion	<18.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67439	Bupropion	<18.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67439	Bupropion	<18.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67439	Bupropion	<18.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67439	Bupropion	<18.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67439	Bupropion	<18.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67439	Bupropion	<18.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67439	Bupropion	<18.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67439	Bupropion	<18.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67440	Caffeine	<91.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67440	Caffeine	<91.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67440	Caffeine	<91.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67440	Caffeine	<91.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67440	Caffeine	<91.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67440	Caffeine	<91.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67440	Caffeine	E36.1	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67440	Caffeine	<91.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67440	Caffeine	<91.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67440	Caffeine	<91.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67440	Caffeine	<91.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67440	Caffeine	<91.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67440	Caffeine	<91.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67441	Carbamazepine	<11.0	ng/l	NWQL	
